Rank,Name,Platform,Year,Genre,Publisher
1210,Test Drive 5,XOne,2013,Action,Microsoft Game Studios
1211,Romancing SaGa 3,Wii,2007,Action,Capcom
1212,EA Sports Active 2,3DS,2015,Role-Playing,Nintendo
1213,Digimon World,PS2,2000,Role-Playing,Sony Computer Entertainment
1214,Rise of the Tomb Raider,PC,2003,Strategy,Activision
1215,Yoshi's Woolly World,X360,2006,Shooter,Ubisoft
1216,Mega Man Battle Network 3 Blue / White Version,DS,2008,Adventure,Disney Interactive Studios
1217,FIFA Street,PS2,2005,Sports,Electronic Arts
1218,Resident Evil Zero,PS,1996,Shooter,Fox Interactive
1219,Pirates of the Caribbean: The Curse of the Black Pearl,PC,2012,Shooter,Activision
1220,Transformers,PS3,2009,Fighting,Electronic Arts
1221,Guitar Hero: Aerosmith,Wii,2008,Simulation,Electronic Arts
1222,Mystery Case Files: MillionHeir,DS,2007,Action,Electronic Arts
1223,Valkyria Chronicles,SNES,1994,Fighting,Acclaim Entertainment
1224,Midnight Club 3: DUB Edition (America weekly sales),PS,1998,Sports,989 Studios
1225,Champions of Norrath,Wii,2009,Shooter,Activision
1226,Imagine: Wedding Designer,XOne,2016,Sports,Electronic Arts
1227,Metal Gear Solid V: Ground Zeroes,GC,2003,Sports,Nintendo
1228,Yakuman,PS,1997,Sports,Electronic Arts
1229,Army Men 3D,WiiU,2014,Platform,Nintendo
1230,Twisted Metal 4,X360,2011,Shooter,Electronic Arts
1231,Manhunt,PSP,2007,Racing,Sega
1232,Kid Icarus: Uprising,PS,1997,Fighting,Electronic Arts
1233,Silent Hill 2,PS2,2002,Sports,Electronic Arts
1234,Tomb Raider: Underworld,PS,1996,Racing,Electronic Arts
1235,Castlevania: Symphony of the Night,NES,1984,Racing,Nintendo
1236,The Sims 2: Nightlife,NES,1984,Shooter,Namco Bandai Games
1237,Road Rash,PS,1998,Racing,Electronic Arts
1238,Pokemon Mystery Dungeon: Gates to Infinity,PS,1998,Sports,Electronic Arts
1239,Atlantis,PS3,2010,Action,Take-Two Interactive
1240,NBA 2K9,PS3,2006,Shooter,Activision
1241,WWE '12,GC,2002,Puzzle,Atari
1242,Hogan's Alley,PS2,2002,Action,Namco Bandai Games
1243,Jillian Michaels' Fitness Ultimatum 2009,XOne,2014,Sports,Electronic Arts
1244,.hack//Infection Part 1,Wii,2010,Racing,Sega
1245,Rockstar Games presents Table Tennis,X360,2011,Action,LucasArts
1246,Sonic Adventure DX: Director's Cut,PC,2011,Sports,Sega
1247,Jet Li: Rise to Honor,3DS,2013,Role-Playing,GungHo
1248,Battle Arena Toshinden,NES,1988,Action,Capcom
1249,Yokai Watch 3,PS,2001,Fighting,Electronic Arts
1250,Tamagotchi Connection: Corner Shop,PS,1997,Sports,Electronic Arts
1251,Football Manager 2011,PS2,2007,Action,Electronic Arts
1252,Devil Dice,PS,1997,Misc,Hasbro Interactive
1253,Final Fantasy IV,GC,2003,Fighting,Namco Bandai Games
1254,Hyrule Warriors,PS3,2011,Shooter,Sony Computer Entertainment
1255,Championship Manager 03/04,PS2,2000,Racing,Crave Entertainment
1256,Brian Lara Cricket,PC,2010,Role-Playing,Square Enix
1257,Ratatouille,PS,1998,Sports,Midway Games
1258,Wheel of Fortune,PS2,2002,Shooter,THQ
1259,LEGO The Lord of the Rings,DS,2010,Puzzle,Warner Bros. Interactive Entertainment
1260,Winter Sports: The Ultimate Challenge,PS2,2000,Sports,Electronic Arts
1261,SOCOM: U.S. Navy SEALs Confrontation,N64,2000,Fighting,THQ
1262,NBA Live 2001,NES,1985,Platform,Nintendo
1263,Combat,SCD,1993,Platform,Sega
1264,Dragon Ball: Daimaou Fukkatsu,NES,1986,Platform,Hudson Soft
1265,Gegege no Kitarou 2: Youkai Gundan no Chousen,X360,2010,Action,Capcom
1266,Reel Fishing,PS3,2008,Misc,MTV Games
1267,Pokemon XD: Gale of Darkness,PS,1998,Action,Namco Bandai Games
1268,Black,Wii,2009,Misc,Disney Interactive Studios
1269,RollerCoaster Tycoon 2,GC,2003,Role-Playing,Nintendo
1270,Lara Croft Tomb Raider: The Angel of Darkness,XB,2002,Shooter,Electronic Arts
1271,Road Rash 3D,PS2,2008,Sports,Electronic Arts
1272,Ratchet: Deadlocked,DS,2008,Adventure,THQ
1273,Baldur's Gate: Dark Alliance,N64,2000,Platform,Nintendo
1274,Transformers: Autobots / Decepticons,PS2,2006,Misc,Sony Computer Entertainment
1275,Tales of Xillia,X360,2008,Action,Activision
1276,Diddy Kong Racing DS,Wii,2010,Simulation,Electronic Arts
1277,Assassin's Creed: Bloodlines,Wii,2009,Sports,Nintendo
1278,Oddworld: Abe's Oddysee,DS,2006,Adventure,THQ
1279,Ridge Racer V,PS2,2006,Shooter,Square Enix
1280,WWE SmackDown vs. Raw 2009,NES,1990,Sports,Nintendo
1281,Tetris 2 (All region sales),N64,1999,Fighting,THQ
1282,Frogger: The Great Quest,GB,1997,Platform,Nintendo
1283,2010 FIFA World Cup South Africa,PS3,2011,Role-Playing,Electronic Arts
1284,Ninja Gaiden,PS2,2005,Sports,Take-Two Interactive
1285,Driv3r,PS2,2004,Fighting,Electronic Arts
1286,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,XB,2004,Action,Ubisoft
1287,Farming Simulator 2015,DS,2007,Simulation,Ubisoft
1288,Medal of Honor: Airborne,PSV,2012,Action,Ubisoft
1289,Kirby Tilt 'n' Tumble,PS3,2008,Fighting,Ubisoft
1290,Vigilante 8,N64,1999,Action,Nintendo
1291,Castlevania,GBA,2003,Platform,THQ
1292,Donkey Kong Country 2,X360,2006,Fighting,Electronic Arts
1293,Bayonetta,PS3,2013,Action,Konami Digital Entertainment
1294,"WarioWare, Inc.: Mega MicroGame$",DS,2008,Role-Playing,Square Enix
1295,Madden NFL 17,X360,2010,Action,LucasArts
1296,Boom Blox,Wii,2008,Shooter,Sega
1297,The Sims 2: Castaway,DS,2007,Adventure,Disney Interactive Studios
1298,Naruto Shippuden: Ultimate Ninja Storm 2,PSV,2012,Platform,Sony Computer Entertainment
1299,Mario Power Tennis,PS,1998,Role-Playing,SquareSoft
1300,Intelligent Qube,GBA,2004,Platform,THQ
1301,Game & Watch Gallery 2,X360,2012,Shooter,Ubisoft
1302,Game & Watch Gallery 3,X360,2008,Shooter,Electronic Arts
1303,Parfait: Chocolat Second Style,PS2,2003,Misc,Midway Games
1304,F1 2011,DS,2008,Platform,THQ
1305,Cars,PS,2008,Sports,2008
1306,NBA Live 99,X360,2011,Shooter,THQ
1307,Chocobo no Fushigi Dungeon,GC,2001,Puzzle,Atari
1308,Golden Sun: The Lost Age,2600,1981,Platform,Coleco
1309,WCW Mayhem,PS,1998,Fighting,GT Interactive
1310,NBA 2K2,GC,2005,Sports,Nintendo
1311,NASCAR Thunder 2003,PS3,2012,Role-Playing,Electronic Arts
1312,Super Street Fighter IV: 3D Edition,Wii,2012,Action,Warner Bros. Interactive Entertainment
1313,Fuzion Frenzy,PS3,2012,Action,Electronic Arts
1314,Sly Cooper and the Thievius Raccoonus,PS,1998,Fighting,THQ
1315,The Magical Quest starring Mickey Mouse,PSP,2006,Fighting,Sega
1316,Dragon Quest IV: Michibikareshi Monotachi,3DS,2013,Platform,Nintendo
1317,Star Wars Episode 1: Jedi Power Battles,PS2,2004,Action,Capcom
1318,Dino Crisis 2,X360,2013,Role-Playing,Activision
1319,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,XOne,2015,Action,Warner Bros. Interactive Entertainment
1320,Test Drive 4,PS3,2008,Shooter,Take-Two Interactive
1321,World Soccer Winning Eleven 9 (JP & Others sales),PS2,2004,Shooter,Take-Two Interactive
1322,The Lord of the Rings: The Fellowship of the Ring,PC,2011,Strategy,Ubisoft
1323,ATV Offroad Fury 3,PS2,2003,Action,Capcom
1324,Pikmin 2,Wii,2007,Misc,Electronic Arts
1325,Just Dance 2016,GB,1996,Simulation,Namco Bandai Games
1326,Disney Sing It,NES,1984,Misc,Nintendo
1327,WWE 2K16,SNES,1993,Fighting,Namco Bandai Games
1328,Dragon Ball Z: La Legende Saien,GB,1997,Simulation,Namco Bandai Games
1329,TwinBee,N64,1999,Misc,Namco Bandai Games
1330,Ganbare Goemon! Karakuri Douchuu,Wii,2008,Puzzle,Electronic Arts
1331,NFL 2K,DS,2010,Role-Playing,Square Enix
1332,SolarStriker,PS2,2005,Sports,Activision
1333,NHL 2002,DS,2007,Misc,Ubisoft
1334,Mario vs. Donkey Kong 2: March of the Minis,DS,2007,Misc,Rising Star Games
1335,PokéPark Wii: Pikachu's Adventure,PS2,2007,Misc,Sony Computer Entertainment
1336,One Piece: Pirate Warriors,PSP,2006,Racing,Sega
1337,WWE 2K14,PC,2013,Simulation,Electronic Arts
1338,Metal Gear Solid: Portable Ops,SNES,1996,Platform,Nintendo
1339,Nuclear Strike,PS3,2014,Shooter,Ubisoft
1340,Captain Toad: Treasure Tracker,X360,2007,Fighting,THQ
1341,SpongeBob SquarePants: Revenge of the Flying Dutchman,X360,2010,Racing,Microsoft Game Studios
1342,Scarface: The World is Yours,Wii,2006,Misc,Ubisoft
1343,Kobe Bryant in NBA Courtside,PS3,2013,Racing,Electronic Arts
1344,Disney's Chip 'n Dale: Rescue Rangers,PS2,2004,Sports,Electronic Arts
1345,The Dukes of Hazzard: Racing for Home,PS3,2011,Shooter,Electronic Arts
1346,Final Fantasy I & II: Dawn of Souls,PS2,2002,Sports,Electronic Arts
1347,NBA 2K17,PS,1999,Action,Hasbro Interactive
1348,Pokemon Super Mystery Dungeon,X360,2013,Action,Disney Interactive Studios
1349,Metal Gear Solid VR Missions,Wii,2009,Action,Activision
1350,Pole Position,X360,2009,Misc,Sega
1351,Resident Evil: Operation Raccoon City,Wii,2008,Sports,Electronic Arts
1352,Pro Yakyuu Family Stadium '88,GB,1988,Platform,Capcom
1353,Shenmue,GBA,2004,Platform,Nintendo
1354,WWE SmackDown vs. Raw 2010,PS,1999,Sports,Electronic Arts
1355,Plants vs. Zombies,3DS,2013,Role-Playing,Square Enix
1356,Super Ghouls 'n Ghosts,PS2,2002,Sports,Activision
1357,Spore,PS3,2010,Fighting,THQ
1358,Soviet Strike,PS2,2005,Sports,Electronic Arts
1359,Your Shape: Fitness Evolved 2012,GBA,2004,Action,Nintendo
1360,Gun,PS2,2004,Sports,Electronic Arts
1361,Ty the Tasmanian Tiger,X360,2011,Platform,Sega
1362,Wario Land: Shake It!,SNES,1994,Action,Nintendo
1363,Sonic Rush Adventure,NES,1987,Sports,Namco Bandai Games
1364,Mega Man 3,X360,2008,Action,Electronic Arts
1365,Ratchet & Clank (2016),GC,2002,Action,Capcom
1366,Mission: Impossible,DS,2009,Role-Playing,Nintendo
1367,Romancing SaGa 2,PS4,2014,Action,Square Enix
1368,Cabela's Dangerous Hunts,PSP,2006,Action,LucasArts
1369,Cool Boarders 4,Wii,2010,Action,Disney Interactive Studios
1370,Rage Racer,X360,2009,Fighting,Electronic Arts
1371,Football Manager 2013,GC,2005,Action,Eidos Interactive
1372,Destruction Derby 2,X360,2013,Fighting,Warner Bros. Interactive Entertainment
1373,Mirror's Edge,PS3,2014,Sports,Electronic Arts
1374,Mario vs. Donkey Kong,GEN,1994,Platform,Virgin Interactive
1375,EA Sports Active: More Workouts,PSP,2004,Racing,Sony Computer Entertainment
1376,Final Fantasy Tactics: The War of the Lions,Wii,2010,Action,Nintendo
1377,Midnight Club 3: DUB Edition Remix,PS,1999,Fighting,Electronic Arts
1378,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2003,Racing,Sony Computer Entertainment
1379,Bushido Blade,PS2,2001,Racing,Sony Computer Entertainment
1380,NASCAR Thunder 2002,PS2,2004,Racing,Electronic Arts
1381,Jet Force Gemini,Wii,2010,Shooter,Activision
1382,Mega Man X,XB,2002,Action,Activision
1383,Yu-Gi-Oh! The Sacred Cards (American and Others sales),PS2,2008,Racing,Electronic Arts
1384,Sega Rally Championship,PS,1996,Sports,Sony Computer Entertainment
1385,Test Drive: Off Road,PS3,2008,Action,Ubisoft
1386,Medal of Honor Heroes 2,GBA,2004,Platform,THQ
1387,Sniper: Ghost Warrior,NES,1990,Role-Playing,SquareSoft
1388,Rocksmith,PC,2013,Shooter,Electronic Arts
1389,Plants vs. Zombies: Garden Warfare,PS2,2002,Racing,Codemasters
1390,Worldwide Soccer Manager 2009,PS,2001,Sports,Electronic Arts
1391,Omerta: City of Gangsters,PS4,2016,Shooter,Bethesda Softworks
1392,Gauntlet: Dark Legacy,DS,2007,Role-Playing,Square Enix
1393,Ninja Gaiden Sigma,DS,2009,Action,Activision
1394,Bad Boys: Miami Takedown,PS3,2011,Shooter,Square Enix
1395,Kaboom!,SNES,1994,Sports,Acclaim Entertainment
1396,Red Dead Redemption: Undead Nightmare,NES,1991,Action,Konami Digital Entertainment
1397,Sonic and the Black Knight,PS2,2005,Action,Tecmo Koei
1398,Qix,Wii,2007,Action,Disney Interactive Studios
1399,Derby Stallion III,PS3,2012,Action,THQ
1400,Doraemon,X360,2011,Shooter,Square Enix
1401,High School Musical 2: Work This Out!,XB,2003,Action,Activision
1402,Ratchet & Clank: All 4 One,PSP,2005,Simulation,Electronic Arts
1403,Donkey Konga,N64,2000,Role-Playing,Nintendo
1404,Fight Night Champion,3DS,2012,Role-Playing,Nintendo
1405,Dragon Quest I & II,X360,2014,Shooter,Electronic Arts
1406,Tak and the Power of Juju,PS,1998,Shooter,Take-Two Interactive
1407,Puyo Puyo Sun Ketteiban,PSV,2012,Role-Playing,Atlus
1408,Pokemon Rumble Blast,PS3,2010,Action,Capcom
1409,Action Bass,Wii,2009,Misc,Electronic Arts
1410,Tenchu: Wrath of Heaven,Wii,2007,Adventure,Disney Interactive Studios
1411,Shadow of the Colossus,DS,2009,Puzzle,505 Games
1412,Brave Fencer Musashi,PS2,2001,Sports,Acclaim Entertainment
1413,Hot Shots Golf: Out of Bounds,X360,2011,Action,Electronic Arts
1414,Dance Dance Revolution Extreme 2,PS2,2008,Action,LucasArts
1415,Rabbids Go Home,PS3,2014,Action,Ubisoft
1416,South Park,PS3,2006,Racing,Namco Bandai Games
1417,Commando,PS,1998,Misc,Activision
1418,Pilotwings,XOne,2014,Racing,Microsoft Game Studios
1419,Resident Evil - Code: Veronica,PS3,2008,Racing,Sony Computer Entertainment
1420,Super R.C. Pro-Am,DS,2010,Platform,Sega
1421,Royal Palace of White Sword and The City of Gentiles,XB,2004,Role-Playing,Activision
1422,Mobile Suit Gundam: Federation vs. Zeon,PS3,2010,Action,Warner Bros. Interactive Entertainment
1423,MechAssault,N64,1998,Strategy,Nintendo
1424,ModNation Racers,PS3,2014,Sports,Take-Two Interactive
1425,Derby Stallion 99,XB,2004,Shooter,Ubisoft
1426,Fantasy Life,GBA,2003,Platform,Vivendi Games
1427,Tom Clancy's Rainbow Six 3: Black Arrow,X360,2008,Racing,Electronic Arts
1428,WWE 2K15,PS2,2008,Misc,Sony Computer Entertainment
1429,Jampack Winter '98,NES,1986,Shooter,Konami Digital Entertainment
1430,Alien: Isolation,SNES,1996,Role-Playing,Enix Corporation
1431,Yakuza 3,2600,1981,Shooter,Atari
1432,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),3DS,2014,Platform,Nintendo
1433,Dragon Age II,XOne,2013,Action,Microsoft Game Studios
1434,Moon Patrol,PS2,2002,Shooter,Electronic Arts
1435,Supercar Street Challenge,Wii,2008,Action,Warner Bros. Interactive Entertainment
1436,Pilotwings 64,PS3,2011,Fighting,Capcom
1437,Crackdown 2,PS,1999,Simulation,Konami Digital Entertainment
1438,Castlevania: Lords of Shadow,PS3,2010,Racing,Codemasters
1439,Disney Infinity 2.0: Marvel Super Heroes,PS,1997,Sports,Electronic Arts
1440,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2008,Sports,Electronic Arts
1441,Worldwide Soccer Manager 2008,DS,2007,Misc,Atari
1442,Counter-Strike,PSP,2007,Sports,Electronic Arts
1443,Mad Max (2015),DS,2009,Action,Take-Two Interactive
1444,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2010,Action,Microsoft Game Studios
1445,GRID,PS3,2008,Shooter,Electronic Arts
1446,Guitar Hero Encore: Rocks The 80s,XOne,2015,Fighting,Warner Bros. Interactive Entertainment
1447,Sunset Overdrive,PS2,2004,Action,Electronic Arts
1448,Tom Clancy's Splinter Cell: Chaos Theory,XB,2003,Racing,Vivendi Games
1449,Donkey Kong Jr.,X360,2008,Action,Capcom
1450,Arc the Lad,PS3,2008,Shooter,Ubisoft
1451,NBA Jam Tournament Edition,PSP,2005,Role-Playing,Capcom
1452,Pikmin 3,X360,2011,Action,Electronic Arts
1453,Legend of Mana,PS,1997,Role-Playing,SquareSoft
1454,Lumines: Puzzle Fusion,PS2,2004,Misc,Sony Computer Entertainment
1455,Megamania,X360,2007,Sports,Electronic Arts
1456,The Legend of Zelda: Tri Force Heroes,PS3,2011,Adventure,Sony Computer Entertainment
1457,Jungle Hunt,PS2,2002,Racing,Atari
1458,Triple Play 98,DS,2005,Role-Playing,Nintendo
1459,Petz Dogz 2,X360,2006,Shooter,Capcom
1460,WWE SmackDown vs. Raw 2011,GEN,1994,Fighting,Acclaim Entertainment
1461,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,XB,2005,Shooter,Activision
1462,Lode Runner,GC,2004,Platform,Nintendo
1463,The Final Fantasy Legend,PS2,2006,Racing,Electronic Arts
1464,Famicom Jump: Eiyuu Retsuden,PS2,2003,Shooter,Take-Two Interactive
1465,F-Zero X,PC,2000,Strategy,Electronic Arts
1466,Popeye,PS2,2004,Sports,Electronic Arts
1467,NERF N-Strike,PS3,2007,Fighting,THQ
1468,SingStar Legends,PS2,2004,Platform,Sony Computer Entertainment
1469,SingStar Rocks!,X360,2010,Sports,Ubisoft
1470,Tales of Symphonia,PS3,2011,Shooter,Bethesda Softworks
1471,Untold Legends: Brotherhood of the Blade,X360,2013,Platform,Activision
1472,Star Ocean: The Second Story,PS4,2013,Sports,Take-Two Interactive
1473,Lightning Returns: Final Fantasy XIII,GBA,2002,Action,Activision
1474,Imagine: Babysitters,N64,1998,Fighting,Acclaim Entertainment
1475,Yakuza 2,GB,2000,Sports,Activision
1476,Skate 2,GBA,2003,Simulation,Electronic Arts
1477,Dragon Ball Z: The Legacy of Goku II,PS,2000,Sports,Electronic Arts
1478,Virtua Fighter 5,GC,2004,Shooter,Nintendo
1479,NFL 2K1,X360,2010,Fighting,THQ
1480,BeatMania,PS3,2013,Role-Playing,Square Enix
1481,Namco Museum Battle Collection,PS2,2004,Racing,TDK Mediactive
1482,Empire: Total War,DS,2007,Simulation,Ubisoft
1483,The Godfather,DS,2010,Role-Playing,Nintendo
1484,Tiger Woods PGA Tour 10,XOne,2014,Action,Warner Bros. Interactive Entertainment
1485,Star Wars: Bounty Hunter,PSP,2005,Racing,Electronic Arts
1486,Densha De Go!,PS3,2008,Action,Warner Bros. Interactive Entertainment
1487,Dante's Inferno,PS3,2014,Role-Playing,Namco Bandai Games
1488,Endless Ocean,PC,2008,Role-Playing,Activision
1489,NFL Blitz 2000,PS3,2014,Role-Playing,Square Enix
1490,Sonic Free Riders,X360,2014,Action,Warner Bros. Interactive Entertainment
1491,NASCAR Thunder 2004,PS,1998,Racing,Codemasters
1492,Prince of Persia,NES,1985,Puzzle,Nintendo
1493,The Biggest Loser,PS2,2002,Sports,Atari
1494,Fisherman's Bass Club,PS,1997,Fighting,Eidos Interactive
1495,MySims Agents,GBA,2003,Role-Playing,Capcom
1496,Resident Evil: The Darkside Chronicles,PS3,2010,Shooter,Sony Computer Entertainment
1497,NCAA Football 13,PS,1996,Sports,Electronic Arts
1498,Joust,DS,2011,Racing,Disney Interactive Studios
1499,DiRT 3,X360,2012,Action,Activision
1500,Spore Creatures,PSP,2008,Action,Warner Bros. Interactive Entertainment
1501,Ready 2 Rumble Boxing,PS,1996,Racing,ASC Games
1502,Dragon Ball Z: Taiketsu,PS2,2002,Racing,Bethesda Softworks
1503,Disney's Lilo & Stitch,X360,2009,Misc,MTV Games
1504,Star Fox: Assault,X360,2009,Fighting,Namco Bandai Games
1505,Naruto: Ultimate Ninja Storm,X360,2009,Action,Activision
1506,NCAA Football 14,Wii,2009,Misc,Zoo Games
1507,Doko Demo Issyo,PS2,2005,Platform,Activision
1508,Imagine: Fashion Designer New York,PS,1999,Adventure,THQ
1509,Bully: Scholarship Edition,DS,2009,Strategy,Warner Bros. Interactive Entertainment
1510,Virtua Fighter,2600,1983,Platform,Activision
1511,Championship Manager 99/00,PS2,2002,Shooter,Acclaim Entertainment
1512,Super Princess Peach,Wii,2008,Misc,Disney Interactive Studios
1513,NHL 99,Wii,2008,Sports,Ubisoft
1514,SoulCalibur III,XB,2004,Racing,Electronic Arts
1515,F1 2012,2600,2008,Adventure,Atari
1516,World Tour Soccer,GBA,2002,Role-Playing,Konami Digital Entertainment
1517,Disney Universe,PS3,2011,Action,Electronic Arts
1518,Ridge Racer Revolution,PS2,2006,Sports,Electronic Arts
1519,Hot Wheels Turbo Racing,PS3,2013,Action,Deep Silver
1520,NCAA Football 99,PS2,2005,Misc,Sony Computer Entertainment
1521,Mortal Kombat: Armageddon,Wii,2007,Sports,Electronic Arts
1522,Aliens vs Predator,PS,1997,Racing,Accolade
1523,Freekstyle,SNES,1995,Role-Playing,SquareSoft
1524,Junior Brain Trainer,Wii,2010,Sports,Electronic Arts
1525,Darksiders,PS,1999,Role-Playing,Namco Bandai Games
1526,DiRT,XOne,2015,Adventure,Square Enix
1527,Simple 1500 Series Vol. 1: The Mahjong,Wii,2006,Racing,Electronic Arts
1528,NBA Street V3,WiiU,2015,Platform,Nintendo
1529,Sleeping Dogs,GBA,2002,Role-Playing,Capcom
1530,Mercenaries 2: World in Flames,PS3,2012,Sports,Electronic Arts
1531,Worms Armageddon,GC,2002,Action,Capcom
1532,Hulk,X360,2005,Racing,Electronic Arts
1533,NFL Quarterback Club 98,XOne,2015,Shooter,Ubisoft
1534,DJ Hero,GBA,2003,Platform,TDK Mediactive
1535,Dora the Explorer: Dora Saves the Mermaids,PS2,2004,Shooter,Atari
1536,Diablo II: Lord of Destruction,Wii,2008,Misc,Activision
1537,Naruto Shippuden: Ultimate Ninja Storm 4,DS,2008,Adventure,Nintendo
1538,Virtua Tennis 3,PS3,2008,Role-Playing,Sega
1539,Seek and Destroy,PS2,2005,Racing,Take-Two Interactive
1540,Warhawk,PS2,2004,Role-Playing,Sony Online Entertainment
1541,Apollo Justice: Ace Attorney,X360,2014,Action,Ubisoft
1542,Cosmic Ark,DS,2008,Simulation,Ubisoft
1543,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PS4,2014,Action,Konami Digital Entertainment
1544,Skylanders: Trap Team,GB,1989,Misc,Nintendo
1545,Defender,XOne,2015,Action,Ubisoft
1546,Dance on Broadway,PS,1999,Action,3DO
1547,Adventure Island,X360,2012,Action,THQ
1548,Arc the Lad II,PS,1999,Racing,989 Studios
1549,Tag Team Match M.U.S.C.L.E.,PS2,2003,Action,Take-Two Interactive
1550,Derby Stallion 96,3DS,2012,Action,Nintendo
1551,UFC Undisputed 3,PS2,2001,Action,Konami Digital Entertainment
1552,NBA 2K3,PS3,2008,Action,Eidos Interactive
1553,Dragon Ball: XenoVerse,PS,1997,Platform,Konami Digital Entertainment
1554,Dave Mirra Freestyle BMX,PC,2005,Simulation,Electronic Arts
1555,Imagine: Animal Doctor,PS2,2008,Action,Warner Bros. Interactive Entertainment
1556,Forza Motorsport,PS,1995,Racing,Electronic Arts
